,text,anger,disgust,fear,joy,sadness,surprise
185,ምንይባላል 1ጊዜ የሜዳ አህያ ተብሏል,0,1,0,0,0,0
189,እኔ በጣም የገረመኝ ይህን እብድ በንጹሃን ደም የተጠመቀ የወደፊቱ ጠቅላይ ሚኒስትር ማለት ቲኒሽ ክላሽ አያደርግም ጋይስ አድናቂዎች ተረጋጉ ውሃ ጠጡ ይህን comment ስታነቡ,0,1,0,0,0,0
190,የሚገርም ነው መመኝት ተፈጥሮዊ ነው ሰይጣናዊ ምኝት ግን ይዞህ ይጠፋል ሁሉተኛው ተደጋፍዎች ከማጥፋት ምናምን ደጋፊው ሄደን መተን ኤርትራን መጠቅለል ለመሆኑ ሓሞቱ አለህ ደሞስ ማን ደገፈ መረጃ መረጃ ማስረጃስ አለህ ትንተናችሁ ሁሉ ማሓረቤን ኣያችሁ ወይ የልጆች እንጭጭ ጨወታ ነው እንደ ኤርትራዊ የ ኢትዮጵያ ጥሩ ነገር እመኝ ነበር አሁን ግን ካገሬ የሚበልጥ የለም እና ኢትዮጵያ ብትፈርስ ግን አይኖረኝም እስከ መች አሁንም መወያየት በሁሉ,1,1,0,0,0,1
191,ሰው መሳይ ጭራቅ በቤተ ክርስቲያን እና በአማራ ህዝብ ላይ የሰራህውን ሴራ መቸም አንረሳውም,1,1,0,0,0,0
192,ይኸን ሰውዬ ስሙትማ ጭልጥ ያለ መርዝና ዘረኛ ነው ነጭ ፀጉር አውጥቷል  መቃብሩ የተማሰ  አፉ የሻገተ ሽማግሌ እውነት ቢናገር ምን አለበት,0,1,0,0,0,0
194,ቱ ደንቆሮ ነገረ ነው! ፕራንክ ነው ይላል እንዴ ሚስቱን ካስለቀሰ በኋላ!!!? ሲያናድድድ!!! ይህ እኮ የስግጥና ጥግ ነው!!!,1,1,0,0,0,0
195,ሩስያ መሳርያ ለሐማስ ብትሰጥ ማን ልጠይቃት ነዉ እስራኤል ማለት አሜሪካ ተማምና አንጂ ምንም ናት ሩስያ ግን 2የአለም ጦርነት 50ፐርሰንት ያሸነፈች ናት እወቅ አንተ ሁሌም የአይሁድ አለቅልቅ አለምን ሁሉ በእነሱ ነዉ ሰላም ያጣው,0,1,0,0,0,0
202,ሕዝብን ለማማማለልና የሥልጣን ዕድሜውን ለማራዘም የማይወራ ውሸት የለም።,0,1,0,0,0,0
203,Amsalu Adddis ዲል ለፍልስጤማዊያን ሞት ለሰውበላወቹ የሁዶች,0,1,0,0,0,0
206,ሸለፈታም የባሉት አረመኔ ኤርትራውያን ናቸው  አረመኔ ኤርትራውያን ከምድር ገፅ ካልጠፉ የኢትዮጵያ ህዝብ በሰላም መኖር አይችልም  አረመኔ ኤርትራውያን የምንግዜም የኢትዮጵያ ህዝብ ጠላቶች ናቸው,1,1,0,0,0,0
208,ኢትዮ 360 የአገርና የህዝብ አለኝታዎች ናችሁ!!! ከሕውሐት ጥፍር ነቃይና ዘራፊ ተገላገልን ስንል??? ህፃናትና አዛውንት የሚያርድ አገሩንም ያየውን ደህና ልብስም ኬኛ የሚል የከፋ ዘራፊ ኦሮሙማ ላይ ጣለን!!!,0,1,0,0,0,0
211,21 አመት ያገለገላቸውን መከላከያ ሰራዊት ያለ ርህራሄ ያረደው አረመኔው ወያኔ ዛሬ አንገታቸውን ደፍተው  ቢኖርም አሁንም የማይታመኑ ናቸው ጀግናው የመከላከያ ሰራዊታችን ግን ወንድምና እህቶቻቸውን ቀብረው በእልህ አገራቸውንና ሕዝባቸውን እያሰከበሩ ይገኛሉ ክብር ይገባቸዋል ክብር ለንጥሩ ወርቅ መሪአችን ክብር ለኢትዮጵያን ወዳድ ሕዝብ ሞት ለጫካው አውሬጄውሳ  ሸኔ ፀረ አገሮች,1,1,0,0,0,0
212,የጎንደር አካባቢ ሰው አንተን ምንም ማድረግ ባይችል ዘር ማንዘርህን ከማንኝውም ማህበራዊ ግንኙነት ማገድ ነበረበት ለምን እንደዚህ እንደማያደርግ አስገራሚ ነው ባንዳ,1,1,0,0,0,1
214,እንዴ እንደዚህ በጆይ ባይደን ስልክ ካበዳችሁ ተላላላኪ መንግስት አይኖርም ስትሉ የነበረው ውሸት ነበረማለት ነው ? በአንድ ስልክ እንደዚህ የሆናችሁ በሌላ ምን ልትሆኑ እንደምትችሉ ሳስብ እደነቃለሁ:::ፕሮፓጋንዳውን አውቃችሁበታል::: የሚገርመኝ ከንግዲህ ተላላላኪ መንግስት አይኖርም የምትለዋ አደንቋሪ ቃላችሁ 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,1,1,0,0,0,0
217,አሁን ትክክለኛ ቃል መረትክለት ለብልግና ፓርቲ መሰል አጋንንት እንደ ባቢሎን አልክ,0,1,0,0,0,0
220,የዓብይ ቸልተኝነት ለነዚህ ጅላጅሎች ሰርግ ኦና ምላሽ ሆኖላቸዋል።,0,1,0,0,0,0
221,አይ አብይ ፈጣሪ ነፍስህን በቁም ያሳየን ስቃይህን የስንቱ እንባ ከቱ ሆኖ አይቀርም ለወድማችን ነፍሱን ይማርልን ለቤተሰቦቹም ፅናቱን ይስጥልን በጣም ካባድ ነው,0,1,0,0,1,0
223,አለምዬ ባይሳካልህም neutral ለመሆን ብትሞክር ጥሩ ነው በዚህ ተራ የህፃናት ማታለያ የሚሸወድ የለም  እስራኤል ከካርቶን የተሰራ ነብር ናት  ድንጋይ ወረወራችሁ ብሎ በሺዎች የሚቆጠሩ የ5 ዓመት ህፃናትን የሚያስር አውሬ ሶስት ቡድኖች በጋራ ያደረጉትን ልምምድ እያየ ችላ ብሎ አልፎታል ማለት ራስን ማታለል በቃ ከዚህ በኋላ የእስራኤል አቅም በሚገባ ታይቷል የስለላ ድርጅቷም ተፈትኖ ወድቋል አገር ሆና የመቀጠል ህልውናዋ ራሱ ጥያቄ ዉስጥ ገብ,1,1,0,0,0,0
225,ሀይ የዘንድሮ ሥራ-ፈት EBC... እስቲ ደመሞ ዬሌላ ብሔርንም አንዴ... ወይስ የሌላ ከንቱ ነው???,0,1,0,0,0,0
230,ጓዶች የኦሮሚያ ዜጎች አብን ግን እነማን ናቸው አሁን ይህች ቀውስ ሴትዮ ይገደሉ የምትለው,1,1,0,0,0,0
231,አጭበርባሪ ልወደድ ባይ ነህ እስኪ መጀመሪያ ያጭበረበርካትን አሁን ከፈታሃት በፊት የነበረችውን ሚስትህን በአደባባይ ይቅርታ ጠይቅ አስመሳይ ነህ,0,1,0,0,0,0
233,አያወግዙም ደደብ ያንተ ብቻ ናቸው የሞቱት ደሞ ለአረብ ምን ስለሆኑ,1,1,0,0,0,0
236,የአማራው ጦርነት ከትግራይ የሚለየው ከስፋትና ከህዝብ ብዛት ብቻ አይደለም ዋናው ነገር ኢትዮጵያዊ በሙሉ ስለማይደግፈውና የኦሮሚያ ተረኝነት ዘረኝነት የጠባብነት መስፋፋት ጭምር ነው,1,1,0,0,0,0
237,ማን ስለፈጠረው ሞት ነው የምታወራው እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ ?ጣሙ ብያለ,1,1,0,0,0,0
243,🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸❤️❤️❤️🇵🇸 🇵🇸🇵🇸❤️❤️❤️🇵🇸❤️ እስራኤል ሕጰናትን ስትጨፈጭፍ አሸባሪ አያስብልም አሸባሪ እናተናችሁ,1,1,0,0,0,0
245,በጣም የሚገርም ምጡቅ ሰው ነው! ሌላም አለ አሁንም ጣሊያን አለ ያለበት ሌላ ጊዜ ፖስት አደርገዋለሁ አብይ እኮ ደንግጦ ና ተበሳጭቶ ነው ይህን ድራማ ያስቋረጠው ራሱን እሁድ እሁድ ማየት አስበርግጎት ?,0,1,0,0,0,1
247,አለም ነዋሴ የሙስሊሞች ጠላት ነህ,1,1,0,0,0,0
249,ለፈለጋቹት አከራዩ ችግሩ ግን በናንተ መሬት ሆኖ ኢትዮጵያ ን የተነኮሰ ግዜ ነው እናንተንም እነሱንም አፈር ምናስበላቹ,0,1,0,0,0,0
251,ለዚህ ተራ ሰው በእውነት እንኳን ደስ አለሽ ኢትዮጵያ ይባላል ? በጣም ያሳዝናል የዚህን እምነት ነቢያት ከጊዜ ወደ ጊዜ የሚሉት ነገር እንኳን ለሰው ቀርቶ ለሰይጣንም ይከብዳል እያየነው አሳፋሪ የሆነ የሰዎች መጫዎቻ ሆነ ገና ብዙ እና ያለን,0,1,0,0,1,0
252,የወንድ አልጫ እንደ አባቶችህ ዘራፍ ማለት ነው ሌላ ምናባትህ ታመጣለህ አህያ ���,1,1,0,0,0,0
269,የአለማችን ቁጥር አንድ አሸባሪ እስራኤል ናት ። ሙስሊም አሸባሪ አይደለም እናንተ የሰጣችሁ ት የዳቦ ስም ነው።ምክንያቱም እስራኤል የሙስሊም ጠላት ናት!!!,0,1,0,0,0,0
270,ጋዜጠኛውም ሆነ ፖለቲከኛው ለሀገራችን ተጨማሪ ችግር እንጂ መፍትሄ የሚሆን ጥያቄም መልስም የላችሁም ጃዋር እውነት ወደ ሚዲያ መቅረብህ ካልቀረ ባንተ ተከበብኩኝ ምክንያት ለጠፉ ንፁሀን ነብሶች ይቅርታ መጠየቅ ነበረብህ አንተ ደደብ ባንተ ምክንያት የስንት እናቶች እንባ ፈሶ ዛሬ አይንህን በጨው አጥበህ ትገለፍጣለህ ዳሩ እኛ ሾርት ሚሞሪ አይደለን,1,1,0,0,0,0
272,ይህ መሃይም ነው አብይ አህመድን ሲያማክር የነበረው ወይኔ የራሱ ጥፋት የነበረው ቢሆንም በዚህ ደረጃ የከፋ አልነበረም የወያኔ ጥፋት የዚህ አይነቶችን ፋሺስቶች,1,1,0,0,0,0
273,በጣም ግፍ መስራት ጥሩ አይደለም እስራኢል ፍሊስጤንንን በቀን በቀን እያሰቃየች መውጫ መግቢያ አሳጥታቸው ነበር ጎርፉ ሁኖ መጣ,0,1,0,0,0,0
281,ብሮ ጌታን ተቀበልክ መልካም ሽቀላ ብሮ,0,1,0,0,0,0
283,ገዳዩ እራሱ ስለሆነ ነዋ በዚህ ቅጽበት ለማስመሰል የሃዘን እንጉርጉሮ የለቀቀው !,1,1,0,0,0,0
284,አይ ትግሬ ካለፈ አለመማር አሁንም የአማራን መሬት ላይ አይናቸውን እንደተከሉ ነው መጨረሻቸው ግን እጅግ የከፋ ነው ሚሆነው,1,1,0,0,0,0
285,አማራ ትግራይ ገብቶ ሲጨፈጭፍ ታዝሎ ገብቶ ያሁላ መከራ ሳይደርስ ኣንድም የአማራ ኤሊት ኣይሆንምኣላኣለ ይሄ ዛሬ ለማንም የማይጠቅም እልቂት እዲቆም እንፀልያኣለን,0,1,0,0,1,0
286,አይ ጀዋርር የራስህ መልስ ይምታታል በጣም ከገልድመህ ለብልፅግና መገረዱ ተዋቶልሀል ለምን ነበር ታድያ ኤርትራ የኢትዮጵያ ጀሌ ወታደር የሻብያ ገረድ ቡችላ ፋኖ በለዉ ልዩ ሀይል ዱባይ ቱርክ ይሄ ሁሉ ሀይል የትግራይን ህዝብ ለመፍጀት ተቀናጅተዉ የሰሩት ለምን ይመስልሀል እዉነት ህወሐትን ለማጥፋት ነበር እሱም ወንጀል መሆኑ እንዳለ ሆኖ አንተ አሁን አይናችሁን ጨፍኑና ላምኛቹ ካልሆነ  ልክ ከደሙ ንፁህ እንደሆነ ስታወራ ታስቃለህ ዳሩ መንጋ አለ,1,1,0,0,0,0
290,የኢትዮጵያን ሰላም የሚያስፈራቸው ጠላቶች ሁሉንም በጎ ነገር የሚቃወምና ሀሰት የሚያሰራጭላቸውን ቅጥረኛ ህሊና ቢስ ተደጋጋሚ ፅሁፍ መመልከት ህብረተሰቡን ማደ,1,1,0,0,0,0
294,ለሌላ አካል ደስ እንዲለው ያደረገች ነው የምትመስለው። ይች ከብት እንደ ሰው የምትታየው ያው የሴቶች ቤተ ውበት ስለማይጠፋ ነው።,0,1,0,0,0,0
296,የኦሮሞ ክፉና ጠማማ ምሁር ተብዬዎች በሸውራራ አመለካከታቸው ኩራት የሆነውን የግዕዝ ፊደል ለማጥፋት የሄዱት ወራዳነት በታሪክ አይረሳም፣ በአዲሱ ሥር ትምህርት ኦሮሚኛ ለመማር በግዕዝ,1,1,0,0,0,0
299,ቢሆን ጥሩ ነበር ነገር ግን 50 ዓመታት ወደ ኇላ ብንሄድ የችግሮቻችን ሁሉ ባለቤት ኤርትራ መሆኗን እናረጋግጣለን !,0,1,0,0,0,0
301,ሰዉየዉ ይህንን ቤትህ ዉስጥ እስኪገባ ሰብኣዊነት ሚባል ነገር ያልተሰማህ ደደብኮነህ ኣሁን ነዉ እንዲህ ህዝብ ለይ የሚፈጠረዉን መከራ የታየህ ህዝቡ እኔ ያለፍኩ,1,1,0,0,0,0
304,ዶር አብይ ሰርፕራይዝ በቃን ግልጽነት ይጎልሀል ይህ ሁሉ ውዥንብር የተነሳው በአንተ ውትፍትፍ ሥራ ነው። በፕሪቶሪያው ስምምነት መሰረት ወያኔን ትጥቅ በህዝብ ፊ,1,1,0,0,0,0
305,አንተ ማን መሆኑን ያወከው ጠንቋይ ቀላቢ ስለሆንክ ነው የእርሱን ማንነት ለማወቅ ወይም ሳይቲስት መሆን አይጠበቅብንም ንግግሩንና ተግባሩን ማየት ማመን ብቻ ነው በእናንተ በዘረኝነት በጥላቻ በጨቀየ ጭንቅላት የእርሰን ቻመጥፎነት ሰባካ ለራስህና ለመሰሎችህ መልሰህ መላልሰህ ንገረው አብይ ሰው ነው ሲቀጥል በታሪክ አጋጣሚ የኢትዮጲያ መሪ ሆኖል ለዛውም ህዝብ በሚገባ መርጦት ካልተስማማው ህዝብ ይጥለዋል አከተመ ሃቁ ይሄ ነው ቢመርህም ተጋተው,1,1,0,0,0,0
312,አንት አተላ ሰካራም ከሀዲ ሰለ እስልምና ከመናገርህ በፊት ቆሻሻህን ታጠብሳታፍር የህፃናት ጭፍጨፋን ወደ ጎን ብለህ በተከበረው አሰልምና ለይ አፍህን ትከፍታለህ ሙጀጀሌም አስልምና እሄን አሚያዝ ከሆነ እንዴታባህ እስካሁን አለህ ሞላጫ ሌባ ነጃሳ,1,1,0,0,0,0
315,የግርግር ወቅት የሚጠቅመው ለቂመኛ ፓሊሶች ነው። በሰላማዊ ጊዜ የከሰስከው ፓሊስ የፀጥታ ስጋት አለ በተባለ ቁጥር ሁሌም በመንደር ስውሮች ሊያስነክስ ያዘምትብሃል። አንድን ፓሊሶ ከ4,1,1,0,0,0,0
317,መፍትሔው ልክ እንደ ዐማራ ፋኖ ተደራጅተህ ራስህንም እምነትህንም ማርከበር ነው የሚገልህን መግደል ነው መፍትሔው አታላዝኑብን,1,1,0,0,0,0
319,Dani Bosss አሱ ይብላ ይበርክለት ወደኛ መንጋ እንዳይጠጋ l,0,1,0,0,0,0
328,ምን አይነት ደንቆሮ ነህ ባክህ መሬት ላይ ያለው ጉዳይ ሌላ,1,1,0,0,0,0
330,ኣረ እፈሩ ለኣፍሪካ ነጻነት ክክ ኣሜሪካና እንግሊዝ ኤርትራን ያዝዋት ሲሉዋቹ ለምን ኤርትራን ያዛቹ    ክክ በዚህ እየሰረቃቹ በዛ ስርቅ እንከላከላለን ስትሉ ምስኪን ደንቆሮ ህዝባቹ ኣሞኙት,1,1,0,0,0,0
332,በትግራይ እናት ላይ የደረሰው መከራ በቤትሽ ይግባ።,1,1,0,0,0,0
338,አጋጣሚ ከእናንተ ጋር በምንም የማይገናኝ በግልፅ በካርታቹ ላይ እንደሚታየው የኢትዬዽያ ግዛት የሆነን የባህር ዳርቻ እና መሬት በህገወጥ መንገድ ተቆጣጠራችውት አሁን ደሞ በታሪክ አጋጣማ ይሄን ጉዳይ አፍንጫቹ ላይ ቆሞ የሚጠይቅ ትውልድ እየመጣ ነው እና የዚህ ግለሰብ ሚና ይሄን በኤርትራ ላይ እየተነሳ ያለውን ትውልድ አጀንዳ ለማስቀየር የሚያደርገው መውተርተር እንጂ በሃው ላይ የተመሰረተ አይደለም ምክንያቱም ከሙሁር እስከ ገበሬ በዚህ ግዛታችን,0,1,0,0,0,0
341,አይ የበታችነት ሰሜት አይ ድንቁርና የህ ሁሉ መከራ ከመሸከም ወደ መጣህበት ማዳጋስካር መሄድ ይሻልሃል,0,1,0,0,0,0
343,ምንህም አይመቸኝ ነበር ስራ ነገር ሁሉ መጋኛ የሆንክ መልካም የጨለማ ጉዞ አታፍርም እኮ ፕራንክ ነው ትል ይሆናል,1,1,0,0,0,0
355,ይሄ ሰውዬ ኢትዮጵያ ለሚለው ስም ያለው ጥላቻ የሚገርም ነው። እንደዚህ አምርረው በሚጠሏት ሰዎች እየተመራች ኢትዮጵያ ትረጋጋለች፣ ታድጋለች ማለት ሞኝነት ነው።,1,1,0,0,0,0
357,ሰላም ውድ ኢትዮጵያውያን ወገኖቼ ዛሬ ቢጥመንም ቢመረንም በቃ በብዙ ካስተዋልኩት አንድ እውነት ልናገር አዎ በብሄር በጎሳ በሃገር በቀለም በጥቅም ብዙ ጊዜ በነገሮች አብሶ በብሄርና በሃይማኖት ወገኖተኝነትን አያለው ግን ከሁለቱ የከፋ አላየውም ቀለምና ሃይማኖት አሁን ላነሳ የፈለኩትም ሁለቱ ላይ ነው በዘር ስመጣ በኛ ሃገር የተግማማና የተጨመላለቀ ፖለቲካ መመልከትና ማዳመጡ በቂ ነው ነው ለዚህ ሁሉ የወገን ስቃይ ኢሄው ቆሻሻ ወገንተኝነት በመ,1,1,0,0,0,0
358,ድል ለእስራኤል ሞት ለአሸባሪዎች 👊,0,1,0,0,0,0
